funding_preserves_backing	BackingViolation.lean	backing_equality
committed_authorization_cannot_be_reissued	AuthorizationReissue.lean	pristine_authorization
deadline_overflow_is_rejected	DeadlineOverflow.lean	checked_addition
accepted_expiry_refund_requires_finalized_unprocessed_expiry	ProcessedExpiryRefund.lean	processed_false
accepted_mint_requires_exact_finalized_success	EvidencelessMint.lean	exact_finalized_evidence
accepted_mint_requires_exact_finalized_success	IncompleteMintAudit.lean	rpc_audit_identity
accepted_expiry_refund_requires_finalized_unprocessed_expiry	IncompleteExpiryAudit.lean	rpc_audit_identity
authorization_signature_counts_exact_service_fee_once	MintFeeAlreadyCounted.lean	fee_counted_once
terminal_phases_are_absorbing_for_authorization_progress	TerminalAuthorizationReopen.lean	terminal_absorption
manual_claim_changes_only_scheduler	ManualClaimEconomicMutation.lean	economic_state_immutability
accepted_refund_request_requires_authentication_and_finalized_absence	AnonymousRefundRequest.lean	authenticated_caller
nonterminal_deposit_index_matches_nonterminal_phases	TerminalDepositIndexed.lean	terminal_index_exclusion
ledger_block_provenance_claim	RefundBeforeFunding.lean	funding_success_precondition
ledger_block_provenance_claim	ConflictingFundingReplay.lean	installed_index_immutability
governance_confirmation_authorization_claim	UnauthorizedConfirmationCaller.lean	confirmation_commit_point_allowlist
funding_preserves_backing	AccountingDeltaViolation.lean	accounting_delta
payment_identity_witness	DestinationMutation.lean	committed_destination
authorization_signature_counts_exact_service_fee_once	DoubleDepositFeeTrace.lean	trace_fee_count
authorization_signature_counts_exact_service_fee_once	DoubleFee.lean	single_fee_debit
accepted_expiry_refund_requires_finalized_unprocessed_expiry	IncompleteAbsence.lean	complete_absence
global_interleaving_safety_witness	InvalidExecutionStep.lean	valid_execution_step
manual_claim_changes_only_scheduler	ManualActiveLeaseBypass.lean	inactive_lease
funded_deposit_eventually_minted_or_refunded	MissingUserLiveness.lean	eventual_user_action
global_interleaving_safety_witness	StaleCrossRecordCallback.lean	record_identity
lease_outcome_witness	StaleLeaseCallback.lean	lease_generation
funded_deposit_eventually_minted_or_refunded	UnfairLiveness.lean	scheduler_weak_fairness
