protocol	committed_quote	committed_quote_claim	committed_quote_refinement	committed_quote_is_immutable_across_trace	committed_quote_fixes_amount_out;conflicting_payload_is_rejected	-	canister/bridge-core/src/kernel.rs#committed_quote_matches	canister/bridge-canister/src/storage/mod.rs#deposit_authorization_persists_exact_committed_quote	evm_canonicality;runtime_toolchain	quote_cases
protocol	settlement_backing	settlement_backing_claim	settlement_backing_refinement	step_preserves_backing;runs_preserve_backing	outbound_settlement_uses_the_committed_fee_once;settlement_decision_returns_exact_checked_delta;deposit_mint_preserves_one_to_one_backing;ambiguous_outbound_resolution_preserves_a_possible_world;withdrawal_fee_delta_occurs_only_on_release;withdrawal_fee_is_charged_at_most_once	-	canister/bridge-core/src/kernel.rs#settlement_decision	canister/bridge-core/tests/state_machine.rs#withdrawal_payment_is_terminal_and_fee_reserve_is_net_of_ledger_fee;canister/bridge-canister/src/storage/mod.rs#refund_start_and_manual_claim_commit_once_and_reopen_together;canister/bridge-canister/src/storage/mod.rs#refund_start_and_manual_claim_roll_back_together_at_record_failpoints	external_asset_state;sqlite_atomicity;runtime_toolchain	settlement_cases
protocol	payment_identity	payment_claim	payment_refinement	raw_step_preserves_safe;step_preserves_safe;runs_preserve_safe;paid_is_terminal_across_step;conditional_committed_withdrawal_reaches_paid	release_transfer_requires_exact_amount_and_fee;withdrawal_terminal_phase_absorbs_any_sequence;withdrawal_phase_allowance_matches_a_transition;withdrawal_liability_index_matches_nonterminal_phases	-	canister/bridge-core/src/kernel.rs#release_transfer_matches	canister/bridge-core/tests/state_machine.rs#withdrawal_release_rejects_a_destination_not_bound_to_the_record	icrc_history;sqlite_atomicity;runtime_toolchain	payment_cases
protocol	deposit_admission	deposit_admission_claim	deposit_admission_refinement	accepted_window_deposit_is_positive_bounded_and_reserved;terminal_step_is_rejected;terminal_trace_is_absorbing	mint_admission_counts_consumed_reserved_and_candidate;deposit_admission_decision_checks_every_bound;deposit_refund_deducts_charged_fee_and_ledger_fee	-	canister/bridge-core/src/kernel.rs#deposit_admission_decision	canister/bridge-canister/src/storage/mod.rs#deposit_admission_constraint_failure_rolls_back_records_indexes_and_counters;canister/bridge-canister/src/storage/mod.rs#funding_definitive_failure_preserves_consumed_quota_without_formal_artifacts;integration/phase3.spec.ts#charges_failed_funding_attempts_to_the_preflight_quota_before_further_Base_RPC;integration/phase3.spec.ts#stops_failed_funding_attempts_at_the_global_quota_before_further_Base_RPC;integration/phase3.spec.ts#rejects_insufficient_cycle_reserve_before_Deposit_Base_RPC_or_Ledger_pull	evm_atomicity;evm_canonicality;sqlite_atomicity;runtime_toolchain	deposit_admission_cases
protocol	deposit_identity_preflight	deposit_identity_preflight_claim	deposit_identity_preflight_refinement	-	deposit_identity_decision_is_fail_closed	-	canister/bridge-core/src/kernel.rs#deposit_identity_decision;canister/bridge-canister/src/api.rs#fresh_deposit_preflight;canister/bridge-canister/src/api.rs#runtime_attested;canister/bridge-canister/src/evm_rpc.rs#deposit_preflight_observation	canister/bridge-core/tests/generated_refinement.rs#protocol_deposit_identity_cases_matches_production;canister/bridge-canister/src/api.rs#deposit_identity_binds_every_install_domain_field;canister/bridge-canister/src/api.rs#reinstall_namespace_avoids_the_processed_id_without_reusing_the_ledger_sequence;canister/bridge-canister/src/storage/mod.rs#reviewed_v30_upgrade_migrates_records_config_quota_and_audit_once;canister/bridge-canister/src/storage/mod.rs#failed_v30_upgrade_rolls_back_every_migration_write;integration/phase3.spec.ts#upgrades_the_reviewed_v30_wasm_to_v31_without_losing_deposit_state;integration/phase3.spec.ts#processed_candidate_is_rejected_before_ledger_pull;integration/phase3.spec.ts#charges_failed_funding_attempts_to_the_preflight_quota_before_further_Base_RPC;integration/phase3.spec.ts#rejects_insufficient_cycle_reserve_before_Deposit_Base_RPC_or_Ledger_pull;ui/src/lib/runtime-validation.test.ts#fails_the_runtime_heartbeat_after_the_RPC_changes_chain	bridge_runtime_immutability;cryptographic_authenticity;deployment_instance_uniqueness;evm_canonicality;rpc_provider_chain_configuration;runtime_toolchain;sqlite_atomicity	deposit_identity_cases
protocol	reservation_commit	reservation_claim	reservation_refinement	reservation_requirement_is_preserved_across_trace	reserve_candidate_becomes_reservation_without_reducing_requirement;reservation_decision_preserves_candidate_requirement;reserve_exact_boundary_and_independent_resources;reserve_overflow_is_rejected	-	canister/bridge-core/src/kernel.rs#reservation_decision	canister/bridge-canister/src/storage/mod.rs#authorization_signature_charges_fee_once_and_local_expiry_releases_reservation	sqlite_atomicity;runtime_toolchain	reservation_cases
protocol	service_fee_maximum	service_fee_claim	service_fee_refinement	service_fee_bound_is_preserved_across_trace	service_fee_change_respects_immutable_maximum;deposit_terminal_phase_rejects_every_event	-	canister/bridge-core/src/kernel.rs#service_fee_change_allowed;canister/bridge-canister/src/base_governance.rs#prepare	canister/bridge-canister/src/storage/mod.rs#fee_guard_bundles_roll_back_business_guard_audit_and_jobs	bridge_runtime_immutability;evm_canonicality;rpc_provider_chain_configuration;sqlite_atomicity;runtime_toolchain	service_fee_cases
protocol	activation_preflight	-	-	-	-	-	canister/bridge-canister/src/base_governance.rs#activation_base_preflight_matches;canister/bridge-canister/src/base_governance.rs#activation_postcondition_matches;canister/bridge-canister/src/base_governance.rs#activation_preflight;canister/bridge-canister/src/base_governance.rs#confirm;canister/bridge-canister/src/storage/mod.rs#complete_confirmed_activation_and_resume_if_clear;canister/bridge-canister/src/api.rs#runtime_attested	canister/bridge-canister/src/base_governance.rs#activation_preflight_and_postcondition_fail_closed;canister/bridge-canister/src/storage/mod.rs#confirmed_activation_completion_resumes_and_audits_once_atomically;canister/bridge-canister/src/storage/mod.rs#confirmed_activation_completion_keeps_pause_while_emergency_actions_remain;canister/bridge-canister/src/storage/mod.rs#confirmed_activation_completion_rejects_unauthorized_or_unpaused_state;canister/bridge-canister/src/storage/mod.rs#confirmed_activation_completion_rolls_back_at_every_rpc_failpoint;integration/phase3.spec.ts#activation_is_only_resume_path;integration/phase3.spec.ts#runtime_attestation_is_reused_across_withdrawal_upgrade_and_governance	bridge_runtime_immutability;evm_canonicality;external_asset_state;rpc_provider_chain_configuration;runtime_toolchain;sqlite_atomicity	-
protocol	governance_nonce_chain_binding	-	-	-	-	-	canister/bridge-canister/src/base_governance.rs#prepare;canister/bridge-canister/src/evm_rpc.rs#transaction_count	integration/phase3.spec.ts#governance_nonce_uses_configured_chain_without_runtime_probe	rpc_provider_chain_configuration;runtime_toolchain	-
protocol	fee_recipient_rotation	fee_rotation_claim	fee_rotation_refinement	accepted_rotation_checks_authority_input_and_preserves_accounting	fee_recipient_rotation_requires_no_pending_payout;fee_recipient_rotation_decision_is_fail_closed;role_action_matrix	-	canister/bridge-core/src/kernel.rs#fee_recipient_rotation_decision	canister/bridge-canister/src/storage/mod.rs#fee_recipient_rotation_preserves_accounting_audit_and_reopen	sqlite_atomicity;runtime_toolchain	fee_rotation_cases
protocol	fee_payout	fee_payout_claim	fee_payout_refinement	payout_preserves_backing_and_reserve_bound	payout_includes_fee_and_cannot_exceed_reserve;payout_decision_returns_the_only_allowed_debit;pending_payout_is_bounded_by_confirmed_fees	-	canister/bridge-core/src/kernel.rs#payout_decision	canister/bridge-canister/src/storage/mod.rs#fee_payout_success_debits_once_and_removes_reconciliation_reservation	icrc_history;sqlite_atomicity;runtime_toolchain	fee_payout_cases
protocol	hold_resolution	hold_claim	hold_refinement	accepted_absence_is_complete	hold_requires_success_or_complete_absence;hold_resolution_decision_classifies_evidence;incomplete_scan_cannot_prove_absence;hold_resolution_requires_every_binding;reconciliation_hold_index_matches_open_phase	-	canister/bridge-core/src/kernel.rs#hold_resolution_decision	canister/bridge-canister/src/storage/mod.rs#withdrawal_hold_absent_resolution_rolls_back_every_write_failpoint	icrc_history;runtime_toolchain	hold_cases
protocol	lease_outcome	lease_claim	lease_refinement	claimed_lease_has_one_strictly_new_generation;stale_lease_cannot_finish	stale_or_inactive_lease_outcome_is_rejected;lease_outcome_decision_rejects_stale_or_inactive;lease_generation_is_strictly_monotone;active_counter_transition_preserves_classification;attempt_is_strictly_monotone;audit_sequence_is_strictly_monotone;only_current_refresh_owner_can_finish;refresh_generation_is_strictly_monotone;counter_delta_matches_classification	-	canister/bridge-core/src/kernel.rs#lease_outcome_decision	canister/bridge-canister/src/storage/mod.rs#lease_renewal_uses_real_update_time_and_stale_generation_cannot_finish;canister/bridge-canister/src/storage/mod.rs#settlement_updates_advance_revision_only_when_state_changes;canister/bridge-canister/src/storage/mod.rs#due_settlement_selection_merges_index_heads_in_legacy_order;canister/bridge-canister/src/storage/mod.rs#due_settlement_selection_remains_bounded_with_ten_thousand_jobs	sqlite_atomicity;async_callback_identity;runtime_toolchain	lease_cases
protocol	notification_quota_isolation	notification_admission_claim	notification_admission_refinement	notification_quota_isolation	notification_admission_checks_global_and_caller_windows;notification_ingestion_checks_global_window	-	canister/bridge-core/src/kernel.rs#notification_admission_allowed;canister/bridge-core/src/kernel.rs#notification_ingestion_allowed;canister/bridge-canister/src/api.rs#ingest_notified_withdrawal;canister/bridge-canister/src/storage/mod.rs#commit_new_withdrawal_release_bundle_with_rpc_audit;canister/bridge-canister/src/storage/mod.rs#commit_withdrawal_fee_guard_trip_bundle	canister/bridge-canister/src/lib.rs#notification_admission_persists_global_budget_and_keeps_caller_isolation;canister/bridge-canister/src/storage/mod.rs#withdrawal_ingestion_quota_commits_and_rolls_back_with_business_state;canister/bridge-canister/src/storage/mod.rs#reviewed_v30_upgrade_migrates_records_config_quota_and_audit_once	runtime_toolchain;sqlite_atomicity	notification_admission_cases
protocol	lease_lane_isolation	lease_lane_claim	lease_lane_refinement	lease_lane_isolation;manual_claim_changes_only_scheduler;manual_claim_cannot_bypass_evidence	lease_lane_claim_is_record_and_lane_scoped;manual_claim_cannot_bypass_active_schedule;manual_claim_decision_matches_shared_guard	-	canister/bridge-core/src/kernel.rs#lease_lane_claim_decision	canister/bridge-canister/src/storage/mod.rs#manual_and_governance_lease_lanes_are_record_scoped_and_independent;canister/bridge-canister/src/storage/mod.rs#refund_start_and_manual_claim_rejection_leave_record_and_quota_unchanged;canister/bridge-canister/src/storage/mod.rs#settlement_updates_advance_revision_only_when_state_changes	sqlite_atomicity;runtime_toolchain	lease_lane_cases
protocol	funding_attempt_lifecycle	funding_attempt_claim	funding_attempt_refinement	funding_attempt_lifecycle	funding_outcome_classifies_reservation_action	-	canister/bridge-core/src/kernel.rs#funding_attempt_decision	canister/bridge-canister/src/storage/mod.rs#funding_definitive_failure_preserves_consumed_quota_without_formal_artifacts;canister/bridge-canister/src/storage/mod.rs#funding_success_promotes_attempt_once_atomically;canister/bridge-canister/src/storage/mod.rs#funding_ambiguous_promotes_once_with_open_hold_and_internal_recovery_job	icrc_history;sqlite_atomicity;async_callback_identity;runtime_toolchain	funding_attempt_cases
protocol	funding_reconciliation_freshness	funding_reconciliation_claim	funding_reconciliation_refinement	funding_reconciliation_requires_fresh_expired_absence	funding_reconciliation_requires_fresh_expired_absence	-	canister/bridge-core/src/kernel.rs#funding_reconciliation_decision	canister/bridge-canister/src/scheduler.rs#early_absence_restarts_the_same_transfer_from_a_fresh_ledger_cursor;canister/bridge-canister/src/scheduler.rs#dedup_expiry_is_strict_and_the_final_scan_starts_after_the_boundary;canister/bridge-canister/src/storage/mod.rs#funding_attempt_reopen_preserves_recovery_deadlines_and_identity	icrc_history;sqlite_atomicity;async_callback_identity;runtime_toolchain	funding_reconciliation_cases
